,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_cycle_4.nii,195624.42,234721.14,4623.06,1178.288,4.909,189.253,353.535,5.397,364.133,0.0,0.0,5.08,0.0,1200.565,637.086,0.0,2.295,132478.5,213642.16,60.274,1.512,9.356,342.832,0.0,0.0,0.0,0.0,0.314,0.0,0.0,0.0
03.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_cycle_4.nii,200703.47,247995.06,11096.762,1893.67,367.831,103.196,6198.32,1986.336,2454.456,560.327,329.086,0.0,4190.864,4437.268,698.195,185.66,1555.312,179782.25,235694.52,7578.784,682.762,2.158,53.309,5667.736,1570.292,2230.022,1.599,1269.858,0.0,4.675,91.001
05.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_cycle_4.nii,181419.42,212791.88,9817.274,2536.037,6.997,45.219,647.492,60.535,1794.047,9.783,54.433,0.643,370.026,2926.631,544.718,33.702,57.467,171374.97,215734.0,7570.996,1508.305,50.128,823.497,2663.627,174.83,1192.585,190.794,2080.526,258.151,3.502,154.44
12.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_cycle_4.nii,180466.14,225760.11,9746.262,814.23,13448.813,43837.734,5677.648,3330.801,3139.463,596.434,693.306,1473.431,18713.793,3538.646,1077.041,297.912,3161.292,178446.78,228996.94,9784.142,776.438,15137.962,44172.637,5129.988,3509.344,5060.671,2226.056,4239.146,1362.464,690.069,3102.245
13.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_cycle_4.nii,169029.66,215747.14,2501.657,22.832,12857.237,43608.457,2492.092,2791.324,1811.722,47.384,253.9,2085.967,12865.735,28.849,154.442,134.65,78.245,163192.98,209667.83,5633.17,667.01,12341.269,42242.742,7044.346,3059.391,5319.952,1527.195,2346.908,1064.847,279.437,1144.727
17.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_cycle_4.nii,248125.72,274966.03,21249.59,1283.251,252.525,1491.39,5196.652,2931.181,5258.664,1108.135,49.958,3.471,891.403,4663.401,1318.948,0.307,1210.171,239595.97,293940.34,15738.103,1400.649,10.587,174.866,1463.648,2436.244,4946.063,818.619,3552.276,1034.213,10.976,194.566
18.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_cycle_4.nii,197619.84,234248.22,15021.022,1042.842,14629.856,45718.984,6321.136,3297.546,5105.118,1295.932,1159.652,2039.478,20009.69,4292.89,1468.224,589.576,3809.133,188525.31,229440.3,14677.329,869.097,12673.737,40276.95,5455.227,2994.447,5106.662,1058.321,4184.458,1799.085,579.41,3708.173
19.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_cycle_4.nii,231148.11,282746.66,11534.402,770.205,15696.06,49940.6,8095.446,3692.777,3696.848,492.044,1159.962,1589.285,21403.838,4506.17,2058.872,655.34,3364.238,230438.66,281070.2,11752.448,1023.848,16078.836,51559.324,7590.464,3412.39,4606.871,1322.536,4366.426,2475.673,552.924,3792.335
21.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_cycle_4.nii,221093.34,286294.38,6155.525,1145.622,0.042,0.808,7899.482,2793.113,4118.024,973.955,778.568,0.0,300.004,3988.066,1335.047,467.46,815.761,217013.02,283683.62,10058.257,999.494,5.059,22.972,8296.676,3292.676,3677.004,576.462,3523.898,1193.098,383.26,810.087
34.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_cycle_4.nii,197350.66,246362.11,11804.962,1950.272,1171.594,9851.604,5224.854,1597.686,2291.61,0.0,532.558,195.797,10155.315,3372.204,264.099,1.159,1420.831,194089.89,241494.88,17213.105,1571.276,564.597,1450.843,5004.583,2366.639,2680.502,17.088,4244.814,1409.608,112.822,1618.753
39.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_cycle_4.nii,218193.52,266571.22,14514.11,678.094,17273.719,48105.055,7137.534,4238.39,5015.916,1540.464,1037.248,2669.626,22551.848,3877.612,1250.219,635.807,3669.146,219129.95,265760.2,14259.513,776.816,16398.791,39892.242,6992.384,4006.658,4962.594,972.092,3902.046,1352.115,509.455,3218.311
