,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_trainedwithnoise_3D_orig_T2_new_cycle_2.nii,165699.05,200284.53,16350.183,1809.52,5471.307,20695.662,4595.074,1511.636,1652.872,52.039,475.084,84.981,7688.353,2855.622,403.411,121.495,1576.556,169632.5,207396.28,7768.916,1364.778,1119.1,4692.409,3767.247,562.444,469.622,92.273,3132.262,49.038,16.048,2381.488
03.nii_SR_trainedwithnoise_3D_orig_T2_new_cycle_2.nii,204972.14,238405.55,14299.848,1644.407,15.396,316.047,6512.091,2804.305,3745.967,594.712,1173.725,0.0,5136.031,3090.064,567.73,33.24,2399.766,182493.6,221927.27,12627.273,1626.522,4.435,97.177,6355.67,3405.126,4207.47,1144.904,3319.186,559.382,389.398,3030.255
05.nii_SR_trainedwithnoise_3D_orig_T2_new_cycle_2.nii,196751.78,228826.45,19883.18,1926.813,249.046,3835.303,5857.098,2740.188,4455.081,841.402,991.162,0.0,842.033,2846.122,649.25,305.212,2462.463,182995.19,220218.44,18607.865,1675.203,0.716,13.407,6099.962,1841.256,3474.603,1005.339,2705.795,440.476,135.209,1804.553
12.nii_SR_trainedwithnoise_3D_orig_T2_new_cycle_2.nii,188641.42,235327.81,7442.04,676.589,13720.504,48526.414,7339.114,3655.552,4398.313,1232.931,670.545,1127.771,15683.651,3828.378,1185.568,849.616,3122.276,192809.53,235715.4,7304.005,745.412,14454.822,46653.723,7490.517,3994.648,4725.384,1327.104,4017.078,1577.886,425.697,3313.292
13.nii_SR_trainedwithnoise_3D_orig_T2_new_cycle_2.nii,190411.53,238793.8,4339.346,764.984,98.287,2020.751,4037.352,1927.502,2293.373,427.272,243.463,0.0,4857.948,1848.387,480.65,0.36,410.535,177925.53,224331.69,4284.294,602.177,690.666,1430.055,4989.208,2762.466,4083.62,1107.945,3243.518,1031.953,160.472,3123.146
17.nii_SR_trainedwithnoise_3D_orig_T2_new_cycle_2.nii,244530.31,278838.2,19369.127,1189.915,487.697,3618.961,7755.048,3699.93,5340.769,1104.358,635.878,44.669,6113.372,4385.568,633.69,510.172,4068.062,214675.2,270914.4,14726.886,208.327,58.936,430.852,5843.609,2862.048,2484.724,186.109,640.991,0.0,285.888,1918.427
18.nii_SR_trainedwithnoise_3D_orig_T2_new_cycle_2.nii,195524.6,240628.23,15445.652,1000.294,14336.888,40652.543,8365.964,3699.309,5095.501,1154.248,929.499,1715.091,17798.293,3910.786,1565.746,513.149,3477.569,193837.25,229101.75,11378.953,945.16,14407.263,40546.258,7333.016,4159.886,5207.226,1598.545,4191.381,1544.466,626.962,3419.985
19.nii_SR_trainedwithnoise_3D_orig_T2_new_cycle_2.nii,245723.34,293060.75,8604.567,948.604,9473.765,33734.715,7501.128,3857.08,4548.778,1615.446,940.586,496.877,18570.988,4388.981,1671.922,646.532,3958.684,234313.47,282214.25,8351.344,1116.322,11878.411,46204.887,7614.134,3862.826,5104.315,1645.983,4531.128,1772.956,624.542,4000.07
21.nii_SR_trainedwithnoise_3D_orig_T2_new_cycle_2.nii,233633.17,300163.8,5119.534,968.702,122.262,4017.745,6304.228,2204.016,4374.772,779.309,843.608,28.586,10630.742,3894.852,1412.589,393.577,2650.131,224096.64,291686.94,8690.271,748.332,1337.133,4626.38,7444.092,3832.646,4795.306,1436.052,4509.138,1467.49,510.232,3208.291
34.nii_SR_trainedwithnoise_3D_orig_T2_new_cycle_2.nii,204722.88,251685.33,15192.479,1526.213,3323.261,14905.771,8011.692,3601.14,4162.677,1016.67,945.004,11.988,4682.38,3268.487,1091.02,630.917,3801.972,197120.83,243236.02,13430.803,1552.137,1558.834,13420.495,6662.448,3241.321,3688.56,1201.53,3898.606,1088.511,535.725,3334.008
39.nii_SR_trainedwithnoise_3D_orig_T2_new_cycle_2.nii,235703.25,277552.75,9983.097,756.876,18079.592,53558.457,9538.408,4286.787,5501.469,1723.999,1016.903,1806.941,20576.408,4078.972,1573.385,859.852,4615.436,227961.06,267477.16,9657.392,720.44,15484.036,47762.22,9074.146,4303.379,6297.566,1490.44,4456.902,1626.277,579.464,4478.054
