,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_nonoise_3D_orig_T2_1e3GAN_denois_cycle_2.nii,161148.77,191400.4,17815.848,1699.816,11904.709,39173.805,5354.391,1975.631,2309.396,453.856,741.33,1479.886,12013.727,3374.342,259.316,185.071,1789.958,171350.47,210821.69,12015.787,1218.714,2977.478,7805.547,4186.307,1186.703,2049.745,568.941,2631.267,2.687,60.258,2706.268
03.nii_SR_nonoise_3D_orig_T2_1e3GAN_denois_cycle_2.nii,208091.92,239038.22,14727.59,1385.675,6.733,194.928,6780.609,3440.422,4694.136,1296.073,1690.715,0.0,4668.17,3421.409,983.928,570.539,3121.642,186337.9,223381.81,13520.523,1784.958,4.647,81.044,6683.668,3936.781,4711.946,1091.604,3214.761,748.55,647.034,2906.532
05.nii_SR_nonoise_3D_orig_T2_1e3GAN_denois_cycle_2.nii,190962.72,225124.97,20078.691,1735.714,560.392,8001.83,5993.814,3054.84,4479.276,929.949,1228.575,0.34,4234.851,3096.202,473.492,349.637,2301.642,180693.06,220759.88,18783.746,1921.626,95.989,1033.101,7029.392,1918.873,4109.043,1423.855,3018.707,669.696,161.377,1905.438
12.nii_SR_nonoise_3D_orig_T2_1e3GAN_denois_cycle_2.nii,192650.39,234568.42,7275.005,641.185,13993.857,49559.773,7443.42,4006.528,5083.958,1191.139,623.548,1138.635,17980.545,4462.004,1577.249,683.414,3042.99,198148.39,235257.33,7440.025,720.607,15374.499,49418.434,7761.878,4339.7,4756.109,1493.607,4171.445,1573.926,511.986,3269.505
13.nii_SR_nonoise_3D_orig_T2_1e3GAN_denois_cycle_2.nii,192287.48,234117.39,4723.751,816.07,1539.695,13696.634,5074.738,2422.856,2725.118,191.815,390.579,586.532,6566.122,3044.968,98.917,91.751,1007.89,181348.25,225122.94,4584.49,536.137,6087.134,17504.977,5112.918,3057.061,4996.564,1352.429,3699.854,1018.907,360.571,3046.627
17.nii_SR_nonoise_3D_orig_T2_1e3GAN_denois_cycle_2.nii,243790.2,279886.56,22062.68,1316.915,401.243,2647.364,7497.172,3627.332,5873.25,1576.106,795.938,63.513,5243.754,4907.024,417.191,547.267,4129.367,233564.39,290176.4,17217.611,912.154,104.687,937.754,8277.732,3634.694,4022.181,172.808,2776.822,0.0,198.192,1849.086
18.nii_SR_nonoise_3D_orig_T2_1e3GAN_denois_cycle_2.nii,198704.27,236386.16,15344.948,1016.194,14651.906,45387.586,7996.639,4192.522,5683.979,1755.175,918.449,1796.522,18647.918,4264.838,1835.478,726.403,3532.315,196273.52,228932.73,11585.517,773.534,14592.918,43269.18,7623.396,4205.531,5664.076,1687.792,4604.242,1444.515,636.102,3417.565
19.nii_SR_nonoise_3D_orig_T2_1e3GAN_denois_cycle_2.nii,245515.25,286755.62,8870.858,831.947,14306.666,50118.438,8655.955,4087.052,5106.904,1848.995,1007.529,890.311,19629.213,5023.304,1947.546,694.852,4054.338,240395.97,280167.1,8645.965,841.327,15237.812,54330.934,7653.668,4042.342,5558.01,2021.042,5001.538,2080.856,687.244,4331.024
21.nii_SR_nonoise_3D_orig_T2_1e3GAN_denois_cycle_2.nii,236135.34,301837.0,6209.746,920.493,65.579,2520.18,6397.622,2804.014,5189.227,1283.75,886.358,28.303,10738.312,4197.034,1575.911,664.821,3290.37,231597.14,297257.5,9019.231,750.581,1602.77,6495.98,7497.084,4059.102,5424.04,1779.146,4614.022,1697.859,686.393,3430.684
34.nii_SR_nonoise_3D_orig_T2_1e3GAN_denois_cycle_2.nii,201146.61,251570.73,15363.726,1569.605,3612.37,16719.582,7933.364,3860.174,4302.848,1233.849,1181.464,318.991,7632.018,3483.899,1268.32,579.164,3910.836,200389.56,241091.52,13715.392,1335.57,6749.108,29609.277,6621.894,3152.619,3971.812,1032.668,4154.232,1358.352,423.736,4243.752
39.nii_SR_nonoise_3D_orig_T2_1e3GAN_denois_cycle_2.nii,237041.31,276523.47,10274.852,706.307,17818.13,56040.27,10055.45,4357.204,5962.202,1669.539,959.279,1790.858,21130.227,4485.621,1812.308,790.729,4423.628,233655.95,270135.56,10166.854,691.333,16296.412,50349.613,9166.123,4340.24,6531.455,1560.879,4733.504,1811.728,613.338,4102.966
