,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_trainedwithnoise_3D_orig_cycle_5.nii,181730.22,221668.56,78.25,627.85,6.182,140.575,108.678,0.0,82.047,0.0,0.0,0.999,0.636,450.841,297.308,0.0,0.0,123630.42,196124.31,39.884,2.103,3.739,126.882,0.0,0.0,0.0,0.0,0.457,0.0,0.0,0.0
03.nii_SR_trainedwithnoise_3D_orig_cycle_5.nii,207909.11,250865.92,10244.385,1738.521,1140.81,222.803,7164.2,2148.575,3102.191,437.891,842.894,0.0,9890.453,4474.275,701.191,133.25,1647.82,193856.84,242065.02,10959.653,1745.609,60.251,2.056,7570.426,3257.378,3412.386,420.905,3642.04,673.329,126.343,2141.752
05.nii_SR_trainedwithnoise_3D_orig_cycle_5.nii,185113.2,219491.27,12027.945,2621.263,2.442,76.266,3287.412,352.427,2184.44,135.16,238.552,0.0,4328.302,2838.32,337.403,3.844,98.578,181128.0,220052.4,11393.984,2350.097,4.641,360.695,4401.549,129.738,2965.633,235.2,3168.52,342.168,1.394,990.773
12.nii_SR_trainedwithnoise_3D_orig_cycle_5.nii,182226.2,229813.02,9157.881,607.404,14317.644,47797.156,6420.907,3314.826,4092.477,774.177,634.792,1894.042,19080.504,2936.442,1084.725,412.182,3318.64,184366.06,229951.7,8988.621,1041.476,15934.035,44991.49,5653.754,3545.931,4885.68,1809.184,4149.25,1573.259,681.679,3626.607
13.nii_SR_trainedwithnoise_3D_orig_cycle_5.nii,159889.05,219058.64,891.308,45.572,13860.706,42838.65,2429.718,1035.61,522.117,0.0,181.344,1754.006,17315.172,13.508,26.187,22.875,115.392,168302.81,217827.62,3556.401,673.553,14315.679,43404.613,7536.164,1814.2,4310.595,1229.869,2417.316,772.274,342.753,1667.287
17.nii_SR_trainedwithnoise_3D_orig_cycle_5.nii,253425.86,280888.06,19503.314,825.714,1028.914,1963.227,5242.723,3736.682,5745.878,1318.76,899.173,0.0,7401.134,4960.828,1621.44,421.832,3536.127,251140.47,296734.72,19976.496,1330.112,0.903,8.683,4071.916,3010.076,4922.623,697.904,3517.599,1203.3,140.704,1750.493
18.nii_SR_trainedwithnoise_3D_orig_cycle_5.nii,200456.47,240415.48,11259.946,831.883,16324.398,50264.508,6732.109,2625.501,5034.596,1208.496,869.312,2008.502,21110.756,4559.275,1555.115,497.057,3730.144,192598.61,231994.66,13940.04,812.175,14335.356,44111.742,6223.861,3180.435,5392.452,1265.982,4308.572,1747.486,631.839,3717.441
19.nii_SR_trainedwithnoise_3D_orig_cycle_5.nii,233049.95,285641.12,11064.499,941.209,17969.049,55158.527,7283.148,3598.311,3400.017,758.109,1065.257,1769.002,22685.326,4745.192,1951.069,604.146,3637.912,233166.17,282977.53,10745.515,1229.723,17085.148,53569.246,7713.268,3521.084,5289.718,1513.911,4563.472,1940.61,580.357,4170.54
21.nii_SR_trainedwithnoise_3D_orig_cycle_5.nii,227218.4,288126.3,5868.6,1190.827,23.91,1.36,7823.892,3039.875,4289.279,1144.744,966.706,0.0,6671.11,3879.99,1535.652,384.099,2098.032,225735.33,287990.84,10148.242,903.719,132.702,175.672,8351.14,3611.174,4095.605,760.145,3559.635,1614.892,570.454,2522.082
34.nii_SR_trainedwithnoise_3D_orig_cycle_5.nii,200219.4,252665.39,9315.173,1451.413,1227.809,2752.408,6700.638,2061.946,2236.232,24.382,585.18,58.021,16276.438,3369.224,782.131,9.524,2738.204,200186.56,243948.8,15249.105,1650.62,710.726,1155.112,5760.103,2851.965,4307.485,678.128,4924.685,2017.929,327.864,2717.475
39.nii_SR_trainedwithnoise_3D_orig_cycle_5.nii,221627.6,270458.6,12662.463,657.235,18431.938,51224.3,8062.621,3994.474,5092.395,1259.044,1106.999,2563.894,24073.775,3738.784,1320.925,585.129,4197.126,221182.7,269115.3,12570.782,805.395,17912.174,49393.71,8231.136,4375.778,5593.847,1164.165,4036.644,1565.574,683.86,4231.191
