,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_cycle_2.nii,165601.02,191225.56,16255.116,1722.49,11802.813,39820.523,5615.488,1750.89,2159.9,412.955,620.718,1214.968,11977.053,3286.225,591.195,136.274,1688.415,171389.47,209362.06,10648.037,1124.721,4463.792,23238.027,3556.608,1340.868,2928.826,627.062,2738.345,147.273,120.014,2848.016
03.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_cycle_2.nii,215902.02,237631.72,14220.661,1418.516,0.788,33.881,6798.694,3319.858,4572.04,1346.719,1539.173,0.0,5121.917,3059.952,1002.827,770.658,3041.852,195518.22,232570.23,13654.929,1163.921,4.096,125.584,6256.89,4131.657,5460.03,1305.974,2930.803,805.908,821.226,2911.734
05.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_cycle_2.nii,195495.16,226989.2,18110.549,1491.143,4588.062,14357.265,6023.642,3175.784,4544.994,1072.65,1095.349,39.611,11846.321,3384.211,954.861,434.445,2971.443,187974.31,222591.61,17486.332,1772.346,535.614,793.847,6124.81,1781.402,4590.251,1568.443,3261.732,715.116,379.096,1880.244
12.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_cycle_2.nii,197169.89,231641.95,6877.684,624.904,14985.856,52465.707,7384.212,3926.038,4838.337,1539.51,554.091,1161.684,17499.906,4264.277,1342.562,684.044,3363.757,201807.84,232507.6,7376.628,664.892,15019.397,50591.88,7530.03,4227.296,4799.198,1388.583,4208.228,1462.412,478.997,2880.688
13.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_cycle_2.nii,198413.48,241244.1,4282.204,541.134,900.472,9495.12,6684.513,3249.356,3695.274,591.991,529.434,18.082,6768.855,2847.158,251.963,144.262,1403.233,185605.28,226541.53,4399.522,612.816,6041.099,23306.146,6923.326,3340.491,5104.905,1267.845,3754.656,1296.002,309.077,2685.98
17.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_cycle_2.nii,256099.62,287138.9,20184.14,1081.952,1465.118,6927.409,8503.961,3803.58,5900.008,1650.643,655.106,51.47,7327.059,5346.308,1258.962,474.195,4188.75,239223.86,288193.62,16982.75,728.24,376.793,1806.146,8642.801,2974.958,4178.503,293.157,3122.387,0.0,377.169,2308.995
18.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_cycle_2.nii,203258.77,238419.69,14941.783,751.657,15607.63,44001.832,8636.934,4293.61,5683.718,1761.777,872.511,1669.045,17550.451,4267.321,1736.823,717.1,3456.822,196964.81,228111.47,11288.089,777.813,14823.23,43671.664,7486.04,4019.746,6231.459,1791.032,4632.554,1635.504,592.029,3440.279
19.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_cycle_2.nii,249873.66,284937.97,8793.868,770.234,14511.639,50836.055,8174.012,4106.575,4899.038,1643.534,913.199,634.079,19095.371,4922.319,2020.224,720.793,4223.127,245103.62,279304.4,8507.522,954.862,16964.877,55405.355,8059.447,3877.541,5479.572,1780.552,5322.665,2348.09,695.956,4318.07
21.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_cycle_2.nii,239751.42,303451.9,5895.22,926.621,98.502,3426.228,7961.928,3370.148,5783.256,1348.317,720.408,61.314,11691.198,4340.443,1772.499,674.819,3133.961,236785.75,298610.2,8462.431,701.327,1884.458,8881.745,7456.58,4100.052,5635.016,1743.341,4714.592,1781.683,758.102,3111.965
34.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_cycle_2.nii,207385.11,251492.48,15311.225,1388.582,7280.461,22544.695,7659.505,3841.97,4549.644,1153.176,961.129,566.258,11604.919,3479.807,1351.223,628.666,3892.737,202847.75,243608.94,13312.162,1190.046,6052.996,28724.053,6574.106,3113.818,3851.523,1201.112,4156.215,1352.104,590.51,3450.07
39.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_cycle_2.nii,242973.34,275747.4,9863.367,719.646,18518.426,56128.242,10188.305,4316.976,6004.129,1449.166,1003.363,1787.062,21859.736,4449.8,1617.174,805.509,4800.439,237082.16,270953.78,9780.597,664.608,16645.285,52500.777,8513.95,4178.728,6492.34,1660.527,4441.524,1659.831,640.999,4299.532
