,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_nonoise_3D_orig_1e3GANlr1e5_newdataaugm_denois_new_cycle_2.nii,186058.8,221383.14,4337.377,64.439,0.746,16.257,19.351,0.0,0.29,0.0,0.0,0.844,0.0,89.246,1.052,0.0,0.0,136672.55,206850.72,10.084,0.338,7.271,319.802,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0
03.nii_SR_nonoise_3D_orig_1e3GANlr1e5_newdataaugm_denois_new_cycle_2.nii,205204.22,240436.62,13353.907,2254.86,650.66,261.852,5420.464,2455.664,936.009,2.061,204.337,0.0,6663.29,4416.285,60.635,158.145,916.307,184162.72,223753.34,10187.037,620.197,0.76,13.866,4444.322,2091.589,900.681,0.0,1088.468,0.0,0.0,157.311
05.nii_SR_nonoise_3D_orig_1e3GANlr1e5_newdataaugm_denois_new_cycle_2.nii,177166.12,199755.72,12897.935,2910.101,13.679,107.433,2780.856,1410.316,3381.714,450.184,287.263,0.311,3383.1,3498.038,506.823,306.783,543.565,174705.12,206596.02,12143.447,1799.02,275.771,1578.337,3190.056,29.034,357.61,26.114,3044.409,367.713,5.099,226.96
12.nii_SR_nonoise_3D_orig_1e3GANlr1e5_newdataaugm_denois_new_cycle_2.nii,185687.53,219821.98,10266.308,1137.336,12604.408,41679.35,5144.716,3064.554,2710.61,63.615,545.49,578.393,17850.854,3433.807,475.882,480.412,1981.157,184605.75,223403.83,10576.216,1213.822,14162.497,41954.12,4518.961,3063.656,3873.076,789.587,4132.086,986.807,407.682,2701.83
13.nii_SR_nonoise_3D_orig_1e3GANlr1e5_newdataaugm_denois_new_cycle_2.nii,169000.77,206073.14,2465.559,28.423,11477.5,34576.367,3559.39,2119.51,1172.808,22.642,12.466,1646.731,13103.717,40.997,17.676,198.216,14.395,167761.2,207039.39,5347.206,774.501,10574.094,29747.703,6234.928,2891.894,5068.287,683.171,2376.346,703.544,586.385,589.94
17.nii_SR_nonoise_3D_orig_1e3GANlr1e5_newdataaugm_denois_new_cycle_2.nii,243436.67,258563.5,17034.395,2035.062,52.332,26.738,4010.865,3161.098,3945.346,314.25,276.802,2.112,1626.793,4384.88,870.932,59.852,2360.401,238982.17,277862.28,16148.594,2084.914,1.819,7.474,1988.895,2455.657,3299.39,397.986,3716.833,822.872,62.331,255.013
18.nii_SR_nonoise_3D_orig_1e3GANlr1e5_newdataaugm_denois_new_cycle_2.nii,201098.95,227917.47,14553.997,1205.336,13215.096,45478.555,5732.376,3029.752,4606.458,629.23,855.362,1856.673,20078.668,4661.763,1065.946,531.237,3157.709,192220.28,228553.58,14220.384,1386.871,11178.082,34408.016,5313.773,3105.043,4958.159,313.875,4217.146,920.403,566.046,3341.948
19.nii_SR_nonoise_3D_orig_1e3GANlr1e5_newdataaugm_denois_new_cycle_2.nii,234067.27,276926.25,12300.883,1440.803,14922.24,42667.03,6789.822,3271.696,2799.0,323.783,794.393,1587.559,20296.48,4990.604,1318.359,512.241,2785.392,238097.88,276352.03,12409.392,1405.946,15164.796,46686.26,7396.898,3457.631,4089.204,473.524,3931.802,1140.451,324.949,2968.606
21.nii_SR_nonoise_3D_orig_1e3GANlr1e5_newdataaugm_denois_new_cycle_2.nii,222590.47,275540.44,6726.794,1599.773,13.935,725.53,6659.073,3214.76,3790.822,784.349,273.434,0.0,50.235,3855.097,857.921,438.775,262.084,224736.36,277466.06,11279.102,1637.172,0.502,4.467,6676.772,3419.764,3418.052,528.694,3311.013,564.592,367.503,494.316
34.nii_SR_nonoise_3D_orig_1e3GANlr1e5_newdataaugm_denois_new_cycle_2.nii,201729.39,237972.12,11656.57,1959.705,3355.1,10540.93,4684.232,1735.119,1509.525,0.0,17.603,19.764,9805.566,4042.794,98.988,88.614,1169.794,200188.52,237069.1,15551.229,2211.886,607.844,1023.476,3671.527,2820.749,2894.149,166.209,4240.354,1290.889,185.692,1607.186
39.nii_SR_nonoise_3D_orig_1e3GANlr1e5_newdataaugm_denois_new_cycle_2.nii,223834.9,259778.4,15827.393,1198.868,16962.812,46266.785,6051.034,4264.054,4604.745,1117.556,818.627,2979.823,22389.543,4164.474,869.543,563.181,3191.536,226514.64,260149.69,14865.228,1184.121,12212.058,27119.453,7141.289,4146.706,3580.214,658.851,3823.759,923.448,533.785,2392.66
