,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_trainedwithnoise_3D_orig_1e4GAN_T2_new_cycle_2.nii,159326.55,202205.02,15955.007,1882.733,6888.082,25203.023,4669.234,1752.563,1493.184,107.045,54.649,54.825,5728.188,2717.56,301.281,120.108,1223.483,165378.61,217353.8,5265.136,1165.547,954.318,3055.099,2571.27,121.73,620.654,30.884,2298.676,0.0,12.726,954.163
03.nii_SR_trainedwithnoise_3D_orig_1e4GAN_T2_new_cycle_2.nii,202592.06,241272.77,14490.08,1459.431,29.947,256.171,6233.774,2932.966,3253.964,729.367,1176.174,0.0,4185.777,3229.143,715.622,184.194,2533.723,187119.7,233010.23,12971.82,1556.961,6.111,131.574,5155.204,3287.577,2388.308,638.787,2797.838,345.774,249.547,1326.212
05.nii_SR_trainedwithnoise_3D_orig_1e4GAN_T2_new_cycle_2.nii,191961.19,229202.7,18190.146,1738.698,9.308,656.241,5066.584,2804.511,4049.324,831.818,800.989,0.0,1890.539,2894.574,656.542,261.856,2393.988,180372.08,222391.7,18596.734,1439.641,15.254,499.591,6579.946,1985.305,3705.755,551.929,2643.45,158.954,308.928,836.866
12.nii_SR_trainedwithnoise_3D_orig_1e4GAN_T2_new_cycle_2.nii,186766.62,234694.73,6917.08,658.794,13854.068,49217.477,7630.316,3630.956,4321.901,1182.548,726.196,1178.224,16416.873,4039.452,1279.5,796.8,3009.745,191823.06,233807.69,7082.058,761.16,14300.154,44616.844,7811.704,4166.212,4729.008,1359.55,3851.471,1249.019,488.028,2792.983
13.nii_SR_trainedwithnoise_3D_orig_1e4GAN_T2_new_cycle_2.nii,177325.28,236915.27,3187.597,71.461,28.405,618.528,325.019,2013.48,1612.932,0.0,0.403,0.0,232.463,65.192,2.543,64.949,0.0,182055.14,234385.05,4426.434,524.169,24.927,543.282,4417.126,2925.252,4168.781,959.654,2462.998,782.596,189.568,853.36
17.nii_SR_trainedwithnoise_3D_orig_1e4GAN_T2_new_cycle_2.nii,244687.31,294130.03,19438.223,1162.366,349.177,4093.693,7018.755,3689.552,5201.556,1219.304,233.329,36.31,4556.821,4773.718,881.667,323.113,3076.657,226917.22,293238.22,13040.018,118.271,76.026,819.464,6394.522,2838.494,1814.331,20.817,170.505,0.712,153.627,772.198
18.nii_SR_trainedwithnoise_3D_orig_1e4GAN_T2_new_cycle_2.nii,195433.73,241950.88,14927.993,775.335,14365.247,42384.707,7433.348,4124.518,5336.26,1724.928,1022.248,1646.231,16693.504,3899.424,1675.584,677.631,3458.986,192834.05,227965.64,11276.813,767.69,13783.001,39816.81,6681.29,4159.067,5091.824,1460.129,4554.664,1619.794,697.312,3479.108
19.nii_SR_trainedwithnoise_3D_orig_1e4GAN_T2_new_cycle_2.nii,241009.14,288860.4,8992.235,901.929,6752.736,30770.098,7441.266,4243.532,5100.772,1903.718,845.241,183.852,16611.512,4524.245,1851.313,791.078,4132.352,234488.19,281521.53,8519.685,980.943,7812.848,35401.543,7422.278,3876.953,5179.544,1483.023,4564.243,1683.947,632.619,3837.228
21.nii_SR_trainedwithnoise_3D_orig_1e4GAN_T2_new_cycle_2.nii,231398.05,304668.47,5357.154,1067.434,72.891,3107.979,5734.318,1907.064,4363.328,862.776,826.92,58.371,10444.291,3894.585,1499.895,528.556,3090.654,227572.08,298776.7,8063.456,716.593,1571.463,5061.009,7568.199,3791.766,4942.346,1241.368,4499.407,1762.548,619.115,2941.855
34.nii_SR_trainedwithnoise_3D_orig_1e4GAN_T2_new_cycle_2.nii,200005.66,257305.28,14493.853,1409.631,2599.091,6756.948,7861.432,4014.999,4221.514,1124.825,681.564,70.84,4101.172,3337.781,1085.144,758.96,3086.352,197836.97,244247.03,13225.446,1307.322,2267.746,13867.373,6206.52,2945.134,2268.622,520.454,3715.298,1169.743,308.381,2205.052
39.nii_SR_trainedwithnoise_3D_orig_1e4GAN_T2_new_cycle_2.nii,232847.58,277078.25,10023.105,696.038,18922.457,53601.72,9764.641,4371.588,5104.117,1152.924,877.064,1545.294,19106.05,3897.982,1638.263,852.952,4598.62,228977.73,272149.78,9916.431,737.463,14747.424,46387.406,9471.227,4285.418,5599.932,1215.844,4556.324,1753.326,665.355,3965.591
