,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,172256.06,225792.45,3275.401,33.937,0.45,14.905,0.0,0.0,2.756,0.0,0.0,0.0,0.0,45.981,82.891,0.0,0.0,115878.31,197092.34,188.159,4.119,0.344,49.971,0.0,0.0,0.0,0.0,0.766,0.0,0.0,0.0
03.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,201463.34,239162.2,13192.275,1939.69,560.95,71.982,4548.468,2713.442,3519.676,914.261,444.158,0.0,6091.228,4930.916,750.626,364.088,2130.141,189863.06,239529.11,9796.091,1964.45,6.553,145.385,5082.565,2762.256,2818.03,215.984,2955.968,35.817,78.618,218.134
05.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,181232.61,212904.88,13456.757,2866.734,1.541,9.743,3587.878,1865.997,2692.265,316.822,256.881,1.289,1056.618,2929.486,334.444,273.266,303.245,173915.2,213951.78,12324.82,1745.652,25.342,1378.135,2887.816,570.023,173.809,14.456,2342.546,155.92,75.468,105.204
12.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,178281.47,221447.95,10800.159,678.337,12725.176,43453.867,5574.63,3288.274,3317.226,196.624,565.502,1662.551,19111.928,3431.592,841.43,241.195,2394.854,181286.19,222319.83,10560.982,1010.595,14352.028,41946.836,4646.112,3338.858,4694.342,1173.257,4174.019,1406.227,555.431,2694.595
13.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,155148.97,212158.69,1270.716,10.029,9969.182,31827.307,0.0,1092.608,915.535,0.0,7.395,1430.813,10758.069,11.591,9.597,8.563,0.0,165043.16,211120.42,2448.978,830.481,11950.499,37498.406,5676.082,2762.669,3840.87,285.691,2754.472,856.565,355.422,448.724
17.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,243340.97,282431.3,9195.083,1060.901,332.554,1147.539,3658.156,3771.121,4767.31,655.501,0.0,0.0,1043.658,5154.742,1654.735,517.536,2118.896,234775.84,293874.22,5470.096,1373.219,0.844,27.938,732.097,2220.341,2426.436,104.878,2388.576,396.005,66.384,21.306
18.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,197467.77,234212.95,12781.625,954.069,14240.236,45425.14,5142.616,2806.284,5118.169,1086.286,1050.645,2001.345,20125.9,4428.919,1411.013,484.421,3567.272,187773.33,225081.8,15147.071,1086.61,13142.888,39187.0,4591.046,3301.264,4925.186,1099.353,4249.14,1752.519,627.172,3516.013
19.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,230391.95,280246.62,12300.102,986.72,13750.851,47499.047,6541.146,3757.754,3275.845,432.331,1092.223,1646.822,19861.584,4689.964,1546.031,731.966,2635.85,229628.48,273903.5,12351.343,1210.082,14828.543,49143.8,6953.986,3505.214,4565.193,996.393,4454.237,1724.836,586.783,3605.205
21.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,221604.8,282422.94,5881.154,1558.628,1.975,47.803,4753.872,2653.828,3813.011,1175.008,89.488,0.0,0.0,3520.219,1105.088,446.731,94.18,219103.89,277915.47,11086.405,1075.752,40.712,99.288,6978.602,3524.422,4085.953,806.951,3179.091,537.251,494.822,113.344
34.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,200608.34,251718.98,11583.999,1574.796,272.439,3913.808,2659.084,2338.603,690.842,0.0,293.56,11.835,4421.655,3218.172,335.664,18.353,179.252,196408.73,238479.08,17753.867,2080.488,115.34,553.889,4529.988,3183.873,3002.35,62.083,4323.84,1490.293,400.33,894.158
39.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,218293.36,262710.28,14873.696,738.701,16461.373,48159.656,6820.946,4241.302,4830.542,822.729,1103.44,2666.99,23331.65,4082.786,1091.617,541.534,3477.152,220714.19,264460.44,13877.151,1068.8,16254.855,40464.05,7051.366,3903.747,4856.17,507.471,4220.834,1456.308,536.906,3281.475
