,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_trainedwithnoise_3D_orig_1e4GAN_newdataaugm_fcut_2.nii,251675.06,243188.84,22494.47,931.79,18026.766,52063.758,6820.378,3738.888,3630.866,1510.902,1003.384,2769.95,19566.002,4176.202,1560.581,413.097,4032.276,242245.38,229615.69,10495.441,658.161,13290.879,47856.383,5219.61,3047.792,2645.892,464.935,4333.848,1169.165,549.608,3399.621
03.nii_SR_trainedwithnoise_3D_orig_1e4GAN_newdataaugm_fcut_2.nii,236539.02,237010.42,22428.117,974.541,490.5,4111.571,7686.294,4225.929,3820.195,1692.646,1752.823,0.0,10963.075,5007.448,1229.473,429.613,3711.62,218063.98,238464.16,19989.332,1269.871,0.0,290.707,7027.964,4099.114,4555.408,1512.957,3369.936,1384.862,591.815,3889.794
05.nii_SR_trainedwithnoise_3D_orig_1e4GAN_newdataaugm_fcut_2.nii,216166.58,231166.05,28770.963,1932.363,4753.823,41219.55,5748.897,2952.925,3498.738,1355.781,1524.889,589.885,17603.86,3776.276,584.026,420.95,2960.314,202435.8,216527.7,26063.32,1382.846,5071.788,23454.08,5746.76,3337.554,4509.672,1123.29,3834.114,1000.341,439.904,2909.422
12.nii_SR_trainedwithnoise_3D_orig_1e4GAN_newdataaugm_fcut_2.nii,208935.1,218147.3,9307.226,200.817,13042.161,47463.074,7671.68,3398.203,3862.192,1476.138,475.951,1487.86,20232.428,3907.43,1362.436,572.299,4197.858,203428.11,218849.14,9291.363,536.641,11772.272,42240.367,6795.974,3785.159,4307.271,1567.882,4027.218,1449.627,495.898,4066.964
13.nii_SR_trainedwithnoise_3D_orig_1e4GAN_newdataaugm_fcut_2.nii,186275.6,208703.02,6654.226,359.481,12824.689,42942.812,7796.015,3122.26,2975.831,1370.743,667.943,1493.022,17319.887,2967.966,1012.648,537.149,3665.71,179551.44,210670.9,5083.293,272.381,11431.306,36376.098,6777.869,3415.648,4370.22,1048.718,3252.875,1342.24,756.696,3145.627
17.nii_SR_trainedwithnoise_3D_orig_1e4GAN_newdataaugm_fcut_2.nii,289572.06,280042.34,30043.4,464.348,3285.232,27974.93,9012.188,4049.59,3960.256,1479.559,1212.607,139.439,11932.33,4160.241,1746.24,514.028,3595.196,277686.84,284191.47,31364.96,434.914,4879.694,23627.67,6975.962,3840.997,4310.558,1428.796,3828.716,1029.56,392.127,3473.751
18.nii_SR_trainedwithnoise_3D_orig_1e4GAN_newdataaugm_fcut_2.nii,231843.72,230900.38,20831.805,231.038,15416.221,45998.516,7686.266,4314.779,4575.292,1864.794,936.703,1688.208,20415.229,3823.65,1514.216,618.664,4061.399,211703.19,218429.7,17668.34,401.509,13733.975,44250.04,6272.972,4031.404,4970.79,2003.77,3581.106,1286.575,489.401,3724.482
19.nii_SR_trainedwithnoise_3D_orig_1e4GAN_newdataaugm_fcut_2.nii,269821.47,267363.12,9692.578,383.714,13264.114,50877.277,9711.511,4066.002,4639.238,1948.179,1755.525,835.986,19805.908,4036.26,1859.905,730.243,4292.53,253430.12,259616.67,11089.789,1342.932,12912.155,50473.22,7850.8,3759.755,5051.214,2058.901,4991.632,2312.519,554.505,4657.361
21.nii_SR_trainedwithnoise_3D_orig_1e4GAN_newdataaugm_fcut_2.nii,263749.4,288986.47,6449.28,598.902,8672.913,49358.89,8004.867,3204.343,4690.791,1776.452,964.437,303.178,13680.167,4892.667,1996.26,730.389,4548.906,248734.6,272049.22,10773.045,764.255,7898.549,43582.375,7180.138,3910.868,4423.162,1719.819,3521.834,2015.47,623.592,3772.254
34.nii_SR_trainedwithnoise_3D_orig_1e4GAN_newdataaugm_fcut_2.nii,227492.23,240677.17,23018.463,494.139,10431.483,50612.457,7793.634,3768.762,3807.938,1758.436,1358.565,279.68,14762.62,4235.417,1243.355,447.3,4179.71,224787.02,236105.52,21907.277,931.772,7912.285,47575.3,6638.526,3988.876,4830.744,1663.112,4053.867,1675.249,546.17,4174.077
39.nii_SR_trainedwithnoise_3D_orig_1e4GAN_newdataaugm_fcut_2.nii,268977.38,262368.28,12087.975,381.49,14631.461,48495.465,9598.805,4668.57,4757.208,1649.969,777.699,2028.098,22759.072,4031.017,1652.128,766.627,4965.252,257794.78,260536.73,12669.651,291.063,16124.945,44815.715,8840.806,4389.606,5750.261,1851.252,3706.008,1656.578,674.807,4428.086
