,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_fcut_2.nii,247789.4,236524.92,20886.078,652.661,18455.559,56658.316,7134.93,3386.344,3176.321,1623.38,625.344,2909.54,17924.666,4149.243,1134.678,563.604,4018.662,243185.23,231902.89,8547.583,593.625,14048.09,49512.258,4848.451,844.78,2000.679,34.741,3985.012,1391.235,322.168,3443.736
03.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_fcut_2.nii,238712.42,246055.27,19031.76,688.109,2285.83,28181.703,7773.222,3789.22,3910.676,1711.702,1821.81,0.519,8995.763,4376.666,1175.369,670.841,3977.309,220991.89,244951.16,20407.275,257.499,405.756,5251.873,6726.986,3550.584,3874.369,1221.042,3049.316,1216.594,486.51,4091.321
05.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_fcut_2.nii,220049.2,227596.28,25753.434,1294.709,7187.264,48175.785,5773.513,2887.624,3475.991,1186.22,1994.797,542.804,19385.67,4217.243,649.346,269.401,3467.15,204284.7,217395.94,25033.29,1905.696,4168.658,36026.19,6024.551,2436.044,4232.754,1081.371,3551.294,1018.231,381.462,3260.385
12.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_fcut_2.nii,206869.78,220842.48,8647.498,151.905,13589.618,49142.863,7960.537,3319.984,3674.336,1724.454,518.323,1686.955,21019.611,3590.692,1368.92,561.903,4268.89,202388.3,220704.27,8832.892,548.415,11694.963,44017.94,7292.132,3607.15,4439.415,1586.893,4082.664,1372.654,606.04,4226.443
13.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_fcut_2.nii,196359.06,220968.27,5162.674,309.523,13341.166,43969.293,8237.65,3402.187,4346.239,1250.95,550.067,1644.901,18959.512,3430.714,1268.442,548.884,3856.812,185608.03,218540.05,4599.08,531.451,11989.604,40478.04,6883.45,3509.812,5146.602,1397.223,3688.599,1523.545,697.99,3167.878
17.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_fcut_2.nii,294849.25,282464.2,28523.23,483.589,7082.114,29939.846,8392.937,4232.658,4175.596,1699.388,1201.885,117.778,12242.234,4200.922,1749.269,583.62,3907.005,288150.78,291239.75,25890.266,854.114,2698.171,17930.934,7527.892,3673.856,5411.166,1799.586,3841.233,1268.01,411.944,3550.528
18.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_fcut_2.nii,229612.67,231381.72,19390.465,227.215,15822.554,48862.617,7496.63,4336.024,4827.316,2255.934,814.697,1957.73,20864.725,3452.484,1507.31,567.312,4119.806,212284.0,218287.47,16359.957,361.055,13039.636,48029.87,6563.18,4099.758,5123.812,1906.007,3468.896,1498.651,472.006,3708.456
19.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_fcut_2.nii,270983.03,270374.38,9738.062,336.725,14790.877,52513.355,10203.195,4003.074,4541.346,1797.414,1520.419,1226.739,20161.586,3963.226,1912.882,745.995,4399.201,252733.95,260833.05,10848.835,907.277,12666.085,52718.445,8394.11,3635.241,5314.096,2017.532,5090.367,2370.168,642.499,4535.538
21.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_fcut_2.nii,263745.4,290939.2,6028.633,509.489,7654.947,50281.258,8287.65,3199.465,4916.229,1766.928,894.947,200.342,12983.751,4631.206,2156.686,678.874,4588.236,251489.69,274075.62,9189.621,441.28,8381.657,50934.555,7568.078,3822.464,4616.206,1660.817,3476.082,1748.68,568.673,3821.72
34.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_fcut_2.nii,227364.39,239725.73,20265.033,668.438,11700.231,51088.348,8542.5,3789.696,4070.678,1900.241,1266.191,478.564,17162.309,3839.799,1556.978,340.237,4157.932,222824.48,237684.81,20002.883,688.773,9297.259,50287.06,7908.537,3464.022,4833.35,1743.848,4092.717,1705.607,455.066,4028.903
39.nii_3D_SR_T1_noVGG_1mm_128patch_dataaugm_L11_denois_fcut_2.nii,267043.53,265913.66,11417.901,325.549,15134.574,50013.066,9498.572,4332.009,5149.236,1999.404,850.452,2607.818,24179.352,3867.879,1628.321,757.898,5064.262,258402.53,264722.44,11887.565,255.41,15581.305,47374.203,8748.037,4387.212,6137.172,2078.031,3549.24,1635.347,694.619,4486.094
