,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_cycle_4.nii,233875.94,253188.81,15389.046,332.065,7522.966,59457.68,4991.864,2074.479,1126.348,310.567,2.12,81.966,7895.062,2936.089,319.656,0.0,2181.282,216026.42,261494.75,5441.956,0.0,5779.008,44946.61,740.298,51.568,73.281,1.961,0.288,0.0,1.229,130.957
03.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_cycle_4.nii,224303.06,245947.03,20503.777,699.34,451.448,3929.624,8870.554,3416.847,3394.448,1128.55,2050.114,0.0,10391.74,4647.554,1087.062,832.54,3260.846,210525.89,240564.25,20135.877,440.397,0.0,13.265,7702.622,3648.172,4016.929,1386.373,3756.299,1503.104,853.449,3959.168
05.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_cycle_4.nii,204850.89,231479.7,28806.96,2140.542,1029.134,14670.221,6518.798,3441.221,4227.292,1724.008,1898.662,555.001,14665.961,3155.068,784.293,506.7,3263.729,201966.39,224973.78,24188.947,1924.224,2620.428,24225.752,5994.091,3342.049,4748.842,1019.425,3507.84,1806.526,479.468,3438.511
12.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_cycle_4.nii,197063.81,227431.1,9549.922,272.546,12175.294,51687.742,7055.09,3638.976,4432.76,1372.819,638.576,1238.369,20970.75,3446.087,1366.067,791.508,3773.392,197158.48,231424.02,9901.939,728.324,13037.779,49219.844,5963.406,3674.536,5260.599,1770.159,4047.191,1982.774,816.84,4007.951
13.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_cycle_4.nii,190944.88,220653.56,4205.716,145.638,14073.601,51546.465,7171.02,3608.782,3314.172,1342.036,541.992,2208.715,20790.777,2641.817,1010.592,574.567,3310.677,180857.27,213219.69,4909.191,193.607,12567.333,48574.246,7809.546,3243.892,5506.277,1530.308,3445.977,1681.03,784.343,3469.134
17.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_cycle_4.nii,267212.75,287124.7,33704.145,304.863,1150.751,16174.73,7516.01,3278.495,4764.032,1640.714,1902.517,0.0,10971.487,4186.093,1692.916,495.67,3715.783,267571.72,296271.3,28426.668,788.052,103.473,7893.595,6916.974,4219.394,5555.374,1190.782,3977.975,1257.324,313.426,3079.798
18.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_cycle_4.nii,216835.72,236065.86,17697.14,343.728,14773.954,54531.816,7557.474,3450.616,4816.835,2163.644,1048.448,2183.945,22592.742,4175.611,1862.939,754.1,3854.015,203283.27,228313.45,16446.793,453.474,12781.245,50697.793,6328.977,3225.793,5493.87,1864.754,4298.684,1929.278,693.64,3967.432
19.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_cycle_4.nii,255281.61,284663.5,11407.277,370.951,15965.837,61387.895,10734.027,3877.766,4193.57,1295.957,1216.79,1441.967,24892.121,3550.884,1907.328,799.458,4434.427,254452.42,284805.88,11262.197,682.42,15120.741,56766.156,8833.311,3699.562,5548.932,1957.845,4861.618,2699.415,853.817,5162.046
21.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_cycle_4.nii,248843.56,291100.6,7302.82,554.128,9099.888,36620.367,8471.558,3352.22,4795.906,1706.749,1087.943,114.922,10449.199,4605.728,1974.432,785.842,4320.391,241055.44,289216.5,11300.631,364.161,7395.586,45572.637,8019.897,4055.955,4894.236,1417.529,4169.024,1957.098,816.869,4096.662
34.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_cycle_4.nii,215461.14,242667.08,22143.943,810.857,13842.676,54671.496,8766.726,2736.49,3578.428,1616.564,1495.032,984.387,21041.156,3866.074,1407.326,382.949,4175.647,209885.83,246992.53,21768.662,807.616,10286.364,61817.523,7118.212,3259.417,4561.366,1366.815,4393.668,2142.713,479.213,4069.873
39.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_cycle_4.nii,247220.8,266085.94,14755.787,323.173,17496.031,58605.043,8877.494,4014.824,5113.583,1798.389,955.326,2995.901,25781.693,3853.193,1761.09,795.361,4092.872,241400.23,263153.75,14048.44,372.332,16453.305,55954.21,8049.042,3958.314,5895.93,1520.982,4179.11,2160.118,853.863,4661.819
