,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_fcut_4.nii,249983.1,241117.47,19689.729,782.628,17650.945,56488.316,7580.078,3678.673,3559.386,1571.219,929.586,2629.89,19582.334,3928.88,1262.529,597.13,4330.084,239455.61,227144.19,6846.789,619.867,13282.446,49960.836,5892.516,652.708,1624.137,321.059,4133.25,791.666,127.893,3480.807
03.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_fcut_4.nii,242968.64,245941.38,21658.285,311.58,413.669,7247.447,7911.604,3830.856,3876.984,1827.408,1665.626,1.523,8953.266,4638.849,1456.002,739.024,4126.84,225480.31,247536.34,20229.393,48.277,3.987,770.372,7101.159,4332.854,4912.426,1669.572,3795.669,1638.446,668.665,4250.426
05.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_fcut_4.nii,225616.8,235353.56,28281.266,993.322,348.399,7885.779,5692.629,2888.281,3800.179,1378.315,1677.581,32.666,16410.66,3669.338,894.994,317.017,3210.774,218290.62,231204.98,27124.82,1878.465,1157.297,25183.838,5824.808,3197.946,4435.714,924.747,3497.947,944.638,440.403,3182.048
12.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_fcut_4.nii,207087.97,218172.05,9038.954,172.639,14571.031,49010.9,8223.35,3544.533,3828.261,1680.286,546.263,1619.086,21413.598,3499.753,1404.088,692.039,4464.901,208325.03,218578.52,9735.478,653.213,13172.334,47073.113,7376.332,3581.156,4045.459,1491.97,4141.38,1579.67,570.173,4284.989
13.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_fcut_4.nii,198584.78,215053.89,5619.497,381.864,14108.912,46256.95,7701.126,3415.028,4664.907,1678.669,597.31,1787.432,19382.17,3386.871,1248.292,639.471,3881.875,190977.22,219619.28,4778.286,644.164,12947.518,43315.703,7032.034,3531.344,5172.194,1693.181,3561.265,1348.473,883.14,3313.349
17.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_fcut_4.nii,299862.12,286767.9,32004.957,448.878,5197.109,16879.42,8091.088,4069.709,3968.722,1643.485,1482.311,111.857,14327.062,4602.334,1637.606,523.223,3939.171,299658.8,300649.06,31770.145,705.109,3408.8,18410.027,6500.308,3707.488,5000.576,1523.126,4063.414,1455.639,428.243,3507.126
18.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_fcut_4.nii,232621.69,231695.44,19913.955,256.839,14955.008,47024.992,7699.466,3952.571,4718.408,2255.104,926.033,2046.347,20797.867,3459.222,1711.819,602.289,4099.231,221789.83,222570.14,17379.322,372.624,13444.681,47828.773,6829.465,3813.446,4793.731,1831.014,3580.901,1558.17,414.113,3856.069
19.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_fcut_4.nii,273017.44,270312.84,9962.852,331.178,14534.241,51161.55,10207.463,4386.862,4622.944,1964.094,1452.046,1708.129,20760.734,3837.256,1795.05,692.296,4519.04,257923.94,262838.12,11169.108,962.517,14120.025,52262.227,8304.669,3722.497,5458.984,2151.872,4827.381,2441.312,711.095,5043.748
21.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_fcut_4.nii,271025.38,293134.78,6252.788,423.116,11103.062,49902.863,8551.313,3293.25,4638.076,1773.047,865.133,158.529,12395.276,4919.534,2348.33,672.629,4647.623,260547.56,280696.4,10609.686,444.629,8977.199,45094.844,7503.645,3694.125,4581.248,1767.281,3617.408,2010.756,553.552,4144.193
34.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_fcut_4.nii,235033.48,244276.44,22175.91,733.47,12938.516,53262.793,8832.48,3569.65,4045.328,1888.735,1244.468,607.612,19552.234,3808.539,1381.148,401.62,4300.065,237607.22,250129.83,20935.502,898.863,11003.098,49362.965,7300.508,3493.2,4629.48,1738.434,4571.474,1785.494,478.253,4343.561
39.nii_SR_nonoise_3D_orig_1e4GAN_denois_new_fcut_4.nii,270324.94,265217.0,12868.416,262.719,16685.162,49924.93,9785.742,4539.436,5262.323,2017.581,859.955,2621.525,24628.771,3782.457,1584.326,756.35,4801.446,262414.56,265079.03,12496.489,235.664,18256.39,50780.543,8929.444,4290.192,6124.266,1996.919,3559.995,1719.718,690.661,4480.568
