,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_nonoise_3D_orig_1e4GAN_newdataaugm_denois_new_cycle_4.nii,229701.78,256381.69,15064.616,565.86,10649.459,60976.965,4110.566,2090.055,1124.892,142.492,0.0,0.0,5999.874,2500.648,110.173,4.031,628.07,215783.64,261276.61,7654.504,0.349,3750.516,35144.895,997.42,73.246,19.178,0.0,233.205,0.0,0.0,0.799
03.nii_SR_nonoise_3D_orig_1e4GAN_newdataaugm_denois_new_cycle_4.nii,222927.98,246919.73,19483.074,608.52,2915.021,15416.443,8832.596,3423.589,3174.972,1068.628,2244.608,6.581,13265.228,5333.744,1306.382,658.18,3514.912,210488.19,238266.9,21311.152,923.214,310.067,3869.798,6978.296,3666.506,3906.639,1555.529,4034.995,1943.901,734.749,4376.415
05.nii_SR_nonoise_3D_orig_1e4GAN_newdataaugm_denois_new_cycle_4.nii,204485.47,228374.47,28124.53,796.061,1025.25,13138.63,7225.442,4159.909,3851.506,1409.237,1788.284,419.162,14365.64,3185.814,844.446,713.105,3427.606,201216.25,224314.27,22656.025,2042.714,3249.484,28880.729,5865.544,3343.181,4769.46,1242.758,3561.294,1710.643,484.631,3392.924
12.nii_SR_nonoise_3D_orig_1e4GAN_newdataaugm_denois_new_cycle_4.nii,192293.34,230774.53,10340.881,267.672,11313.738,52886.82,7305.766,3700.853,4405.888,1354.719,606.824,1395.663,20646.43,3090.237,1457.786,683.11,3649.652,194711.95,232455.33,9943.92,491.889,12367.146,49106.92,5844.73,3858.02,5156.808,1755.812,4172.55,1951.591,741.386,3936.213
13.nii_SR_nonoise_3D_orig_1e4GAN_newdataaugm_denois_new_cycle_4.nii,189080.31,221973.25,5696.75,230.239,14103.745,51525.902,7548.016,3739.636,2673.204,988.358,549.761,2181.741,20786.13,3056.678,1059.905,518.961,3398.64,180685.11,215717.08,5170.822,238.989,12032.086,48637.613,7636.344,3284.062,5429.565,1561.608,3135.018,1391.995,891.83,3774.299
17.nii_SR_nonoise_3D_orig_1e4GAN_newdataaugm_denois_new_cycle_4.nii,262712.5,285906.2,32055.822,310.23,3668.29,22802.04,7356.074,3389.7,4674.926,1746.491,1852.897,35.213,13396.669,4532.464,1638.837,496.148,3675.444,266397.22,295496.34,27941.26,689.01,386.391,9615.848,7971.276,4295.306,5302.941,1381.799,3959.28,1182.808,334.929,3463.801
18.nii_SR_nonoise_3D_orig_1e4GAN_newdataaugm_denois_new_cycle_4.nii,213017.05,238556.14,17652.219,321.427,14670.778,55653.848,7696.237,3659.0,4952.999,2034.995,962.322,2064.391,22284.78,4196.853,2017.173,742.14,3775.91,201618.75,232383.98,15867.457,496.199,12211.873,50231.816,6569.72,3321.107,5424.866,1706.227,4414.961,2025.251,672.316,4135.922
19.nii_SR_nonoise_3D_orig_1e4GAN_newdataaugm_denois_new_cycle_4.nii,249940.84,286309.56,10815.907,329.278,15021.72,65142.29,10160.002,3808.203,4263.248,1548.139,1337.619,1588.618,24617.275,3906.695,1991.284,817.49,4567.628,249638.6,281649.34,11218.722,724.616,13654.063,57952.113,9054.536,3433.038,5535.078,1980.807,4567.769,2573.9,786.565,4988.401
21.nii_SR_nonoise_3D_orig_1e4GAN_newdataaugm_denois_new_cycle_4.nii,247216.58,293729.4,7847.137,589.329,8370.259,41360.938,8085.76,3319.197,4598.912,1605.638,1164.292,301.513,12167.285,4442.662,1827.518,853.741,4369.76,237519.12,290426.66,10900.322,382.955,7771.91,46419.562,7849.789,4269.044,4983.447,1460.166,3612.623,1917.084,856.316,3920.674
34.nii_SR_nonoise_3D_orig_1e4GAN_newdataaugm_denois_new_cycle_4.nii,211901.78,245336.98,21639.607,882.377,13716.645,54292.066,9264.9,3072.84,3205.654,1392.341,1467.849,898.083,20141.91,3589.487,1217.108,428.936,4184.452,206528.56,248886.95,20793.203,825.164,11496.615,56762.73,7277.606,3454.36,4696.302,1257.772,4531.076,2348.126,571.36,4148.473
39.nii_SR_nonoise_3D_orig_1e4GAN_newdataaugm_denois_new_cycle_4.nii,243223.36,269000.97,14259.158,321.293,16683.31,57583.28,8655.479,3658.031,5013.41,1580.272,1042.595,2676.432,25642.494,3897.119,1873.448,749.646,3987.304,239514.16,266648.66,13453.867,417.828,15064.648,53667.625,8413.749,3961.142,5734.1,1452.076,4154.926,2148.001,824.839,4569.407
