,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_fcut_4.nii,184989.92,206121.48,19130.469,1427.551,15318.712,56293.29,6533.72,2361.825,2799.946,1145.674,856.767,1335.817,18308.238,2874.394,947.091,444.885,3082.122,182608.62,206095.25,21519.588,906.712,11280.617,48466.883,4517.842,2084.482,2750.915,604.246,3178.479,1543.112,321.432,3228.284
03.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_fcut_4.nii,231268.83,242748.14,19451.574,1314.094,5440.315,31868.582,7206.238,4416.198,4163.328,1430.083,2370.228,0.873,10051.102,2866.55,1358.895,708.003,4005.821,227415.69,234963.98,16223.586,852.872,6259.372,38346.68,6724.952,4457.458,5297.528,1314.917,4397.397,1331.356,676.032,3940.13
05.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_fcut_4.nii,218530.38,241946.08,24695.93,1078.095,6664.032,45893.156,7367.962,3449.66,4277.022,1668.197,2508.936,633.324,17653.428,3366.642,1019.551,694.608,3477.942,213031.02,226665.03,20406.62,1468.449,8982.485,38493.543,6361.419,2823.212,5755.976,1332.729,3620.81,1202.059,577.226,2921.038
12.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_fcut_4.nii,219648.98,240009.95,6377.899,224.745,15861.26,68209.625,7049.868,4230.043,5100.108,1734.062,479.254,805.711,23372.783,3994.093,1720.794,922.008,4077.721,216014.7,237376.62,7087.844,386.488,14552.361,61094.645,6810.458,4367.887,5503.082,1315.3,4206.552,1894.862,856.912,4131.795
13.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_fcut_4.nii,209135.83,234992.97,5404.288,381.5,16556.53,64268.285,6986.001,3846.67,4971.982,1730.632,560.367,1331.314,18548.02,4131.467,1884.21,794.443,3224.174,197675.02,221452.23,4717.586,417.824,14149.674,55868.457,6314.789,3636.56,5988.968,1517.76,4128.774,2034.3,934.352,3417.424
17.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_fcut_4.nii,292027.44,309865.28,25023.477,275.579,3939.709,26758.963,9328.854,4160.826,6131.89,2300.322,1564.996,55.402,14591.951,4235.608,1376.84,898.795,4866.87,283245.75,312080.3,24544.373,441.589,1043.475,22313.727,8041.352,3598.325,6897.462,1815.241,4301.972,938.363,728.622,4217.854
18.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_fcut_4.nii,218532.02,243887.69,17927.84,346.744,15693.449,66790.56,9316.8,4490.226,5815.362,1858.72,889.025,1414.348,23831.918,4228.406,1999.025,637.718,3966.5,212268.0,231580.16,12387.346,501.24,14871.415,61697.746,6556.536,4746.666,6079.02,1713.621,4255.05,1965.958,885.964,4221.294
19.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_fcut_4.nii,271419.88,290689.66,8892.301,392.729,19026.236,68156.945,9455.646,4597.691,5674.242,2150.005,902.931,1039.673,21982.447,4970.29,2554.466,947.263,4358.75,263095.22,279717.84,9584.56,522.028,17620.896,65322.332,7819.262,4182.74,6343.392,1958.774,5377.642,2777.679,989.434,4258.627
21.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_fcut_4.nii,267635.22,318014.78,6118.646,443.325,9036.719,50923.145,7023.469,3871.77,5865.171,1743.384,1040.402,288.448,16233.705,4502.758,2299.862,924.206,3589.898,260893.06,303948.8,8532.613,401.577,12179.289,59426.387,6945.004,4249.648,6688.726,1958.262,4294.716,2114.801,952.282,3794.068
34.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_fcut_4.nii,213439.73,250107.1,19184.887,685.032,15753.742,64118.61,9177.022,3734.77,5469.073,1502.104,1401.844,313.1,17545.463,3921.467,1629.595,625.274,4383.864,217409.9,245706.36,15468.212,744.395,15483.886,68677.07,7360.336,3721.865,6052.262,1635.287,4472.133,1862.918,614.484,4322.764
39.nii_SR_nonoise_3D_orig_1e2GAN_T2_denois_fcut_4.nii,257478.88,282637.7,12298.985,248.914,17286.855,69383.96,8872.312,4355.586,5772.126,1820.161,1034.044,1383.172,24704.508,4146.027,1906.129,892.522,4941.046,252365.12,275273.2,11590.647,454.784,16876.07,67726.16,7453.41,4356.43,6817.222,1940.524,4696.431,2251.32,926.945,4967.362
