,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_nonoise_3D_orig_newdataaugm_T2_1e3GAN_denois_cycle_2.nii,175654.88,191235.75,17806.463,1216.853,15025.976,49584.945,6900.528,2491.612,2325.465,1041.629,861.08,1568.784,17587.371,2994.075,866.257,431.922,2819.35,183352.23,199631.16,16615.236,622.816,11811.892,43700.965,4856.242,2311.224,2804.442,674.384,3076.919,1129.713,227.391,3022.928
03.nii_SR_nonoise_3D_orig_newdataaugm_T2_1e3GAN_denois_cycle_2.nii,221710.25,237114.88,13732.405,1402.076,4478.265,35529.59,8799.86,4152.245,4372.146,1524.751,1534.344,23.891,11752.812,3362.317,1549.756,926.292,4003.92,210618.05,231356.1,14101.812,1234.055,4686.868,31335.963,7639.833,4020.309,4575.054,1126.486,3115.08,1593.247,770.133,4814.724
05.nii_SR_nonoise_3D_orig_newdataaugm_T2_1e3GAN_denois_cycle_2.nii,213467.17,227052.12,21328.225,1081.896,8921.044,45324.41,6750.868,2852.53,3576.435,1325.157,1618.286,340.632,17264.543,3059.335,1032.916,598.534,3313.615,211116.05,220709.12,19398.39,1287.426,6918.112,36317.77,6687.092,2301.142,4706.534,1085.835,3304.313,1195.379,581.162,3307.338
12.nii_SR_nonoise_3D_orig_newdataaugm_T2_1e3GAN_denois_cycle_2.nii,207032.42,230918.64,5787.574,285.48,14451.482,57898.14,8430.615,4241.786,4069.024,1242.663,476.696,866.563,21164.496,3414.39,1548.856,675.353,3954.12,210109.45,230240.2,6670.98,456.424,13918.858,53291.52,7213.812,4042.058,4920.398,1334.452,3560.141,1592.38,652.136,3791.708
13.nii_SR_nonoise_3D_orig_newdataaugm_T2_1e3GAN_denois_cycle_2.nii,193312.64,221737.84,5364.594,309.383,13722.482,54214.93,6163.842,3628.187,3994.256,1311.557,508.878,982.014,19259.723,3016.11,1459.212,778.706,3593.042,185227.28,213052.3,4332.476,388.394,10900.588,48110.98,4798.618,3036.374,4707.101,1471.44,3076.785,1451.389,640.494,3635.049
17.nii_SR_nonoise_3D_orig_newdataaugm_T2_1e3GAN_denois_cycle_2.nii,279411.22,295595.03,21483.34,244.479,3540.622,31746.256,10632.79,4155.604,4949.89,1785.511,940.474,1.168,7140.464,3526.912,1053.116,821.041,5015.269,270091.84,303973.53,21632.957,198.789,52.533,7754.388,8646.048,3415.796,4791.184,1045.71,3006.138,1083.752,670.308,4963.01
18.nii_SR_nonoise_3D_orig_newdataaugm_T2_1e3GAN_denois_cycle_2.nii,213690.61,229154.08,14773.113,347.702,13913.811,53103.47,9125.807,4269.049,4557.709,1761.176,868.422,1442.305,22437.117,3537.179,1829.102,665.207,4085.8,209093.55,223088.69,10687.009,495.417,13810.88,48468.137,7357.439,3958.865,4777.216,1690.972,3941.822,1728.277,738.456,4003.408
19.nii_SR_nonoise_3D_orig_newdataaugm_T2_1e3GAN_denois_cycle_2.nii,262235.53,275179.9,7418.351,629.886,16582.838,62152.12,9511.606,3965.408,4892.565,2140.341,842.334,1033.068,24276.129,4187.619,2340.599,848.572,4522.469,256194.38,268288.2,7403.042,836.961,15703.448,59168.59,8666.015,3448.995,5263.352,1780.138,4360.886,2671.683,866.065,4454.636
21.nii_SR_nonoise_3D_orig_newdataaugm_T2_1e3GAN_denois_cycle_2.nii,256619.02,294724.34,4802.546,440.857,12208.903,50106.355,8840.007,3718.68,4803.386,1531.208,850.623,335.907,17691.434,4390.138,2058.028,777.629,3988.402,253189.27,288478.78,7771.479,472.141,8931.413,47986.113,7824.116,3916.718,6009.434,2081.617,4257.881,2075.594,834.869,3895.098
34.nii_SR_nonoise_3D_orig_newdataaugm_T2_1e3GAN_denois_cycle_2.nii,213803.84,240439.75,14793.903,888.698,11997.828,51145.613,9571.266,3813.053,3910.952,1460.711,1058.098,299.934,12120.678,3191.7,1410.4,675.52,4046.4,215057.98,236490.8,12943.05,753.77,10747.082,52953.04,7883.603,3439.938,4678.087,1770.399,3946.012,1658.763,594.521,4534.654
39.nii_SR_nonoise_3D_orig_newdataaugm_T2_1e3GAN_denois_cycle_2.nii,255609.64,272732.3,8791.178,304.186,18151.512,60611.12,10015.2,4345.218,5583.686,2028.633,837.009,1343.025,25201.178,3721.489,1874.944,827.907,5170.704,253022.72,263607.75,9674.659,431.546,15349.108,55571.03,8250.224,3942.421,5829.608,1765.672,4037.0,1900.588,819.613,4854.046
