,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_nonoise_3D_orig_1e3GANlr1e5_denois_new_cycle_2.nii,225711.62,246041.47,19060.102,432.568,12297.267,63932.668,6017.378,2255.361,1099.184,427.949,112.94,30.025,8349.226,3496.328,605.681,30.685,2744.156,211759.58,253938.78,7747.834,196.294,5790.234,46336.355,1630.193,51.812,941.606,42.118,1545.848,1.374,0.0,663.515
03.nii_SR_nonoise_3D_orig_1e3GANlr1e5_denois_new_cycle_2.nii,218488.03,239514.5,20305.686,1451.166,5936.578,37236.133,8870.502,3417.041,3087.835,1051.044,1853.68,0.0,12442.654,5045.719,1542.06,743.417,3247.351,205888.75,233100.75,20618.965,900.311,920.025,21927.404,7538.366,3579.991,3530.13,1317.036,4101.097,1440.31,815.545,3699.165
05.nii_SR_nonoise_3D_orig_1e3GANlr1e5_denois_new_cycle_2.nii,197045.97,223077.69,29071.32,1837.47,1602.076,39758.61,6868.522,3774.987,4306.35,1725.156,1852.002,25.631,13415.749,3867.739,796.908,635.666,3578.126,194138.31,218018.72,25376.492,1210.004,1543.394,22097.979,6603.978,2734.912,5027.368,1131.483,4698.66,1487.98,537.15,3311.425
12.nii_SR_nonoise_3D_orig_1e3GANlr1e5_denois_new_cycle_2.nii,192495.34,225454.23,9887.831,214.524,12283.253,50872.457,6704.786,3436.957,3763.37,1502.271,577.086,1141.175,20816.525,3391.755,1287.614,756.893,3464.908,191236.84,228031.73,10292.37,451.105,12690.237,50054.336,5606.637,3568.689,4641.864,1182.842,4167.105,1975.543,765.886,3701.328
13.nii_SR_nonoise_3D_orig_1e3GANlr1e5_denois_new_cycle_2.nii,185954.34,208513.9,6499.082,242.037,15092.323,55066.066,7434.12,3268.5,2378.552,720.016,606.46,1526.108,20036.21,3333.411,1118.069,485.265,3155.37,175858.56,203521.52,5785.833,263.937,12913.799,46447.848,7471.688,3116.419,5401.59,1312.158,3732.193,1684.858,783.934,3457.573
17.nii_SR_nonoise_3D_orig_1e3GANlr1e5_denois_new_cycle_2.nii,260223.92,277656.1,31539.824,271.827,3682.787,22116.617,7715.87,4263.504,4835.054,1586.691,1665.568,43.709,14565.771,3865.193,1551.963,679.633,3409.26,256746.28,289794.16,30448.39,918.831,3483.906,20168.744,7356.384,4133.75,5628.633,1514.828,3552.276,1472.286,685.231,3280.844
18.nii_SR_nonoise_3D_orig_1e3GANlr1e5_denois_new_cycle_2.nii,209170.03,233840.47,20548.123,330.798,15472.563,55333.227,8172.922,3158.696,4882.806,1688.725,874.85,1486.282,22626.283,4370.144,1910.781,648.288,3749.036,197573.53,227036.88,15965.84,475.502,12794.522,54772.152,6689.657,3091.893,5471.921,1259.117,4161.984,1603.263,784.148,3745.742
19.nii_SR_nonoise_3D_orig_1e3GANlr1e5_denois_new_cycle_2.nii,246628.44,281303.5,12513.717,422.911,15999.206,61637.457,10441.954,3697.18,3390.075,1050.161,1024.669,1309.177,24440.803,4342.009,2087.46,777.595,4114.949,247859.53,276314.78,12268.436,800.998,15128.944,57406.566,9092.001,3424.508,5280.646,1241.384,4540.156,2572.274,907.168,4985.568
21.nii_SR_nonoise_3D_orig_1e3GANlr1e5_denois_new_cycle_2.nii,238377.73,283809.78,8245.833,604.457,9069.731,47669.367,8340.627,3444.432,4601.842,1650.087,964.622,230.236,12561.272,4461.572,1798.313,897.832,3727.836,234837.95,278797.78,11645.761,600.338,7253.662,47153.137,8335.421,3979.112,4133.58,1281.48,4218.472,1815.307,881.239,3922.646
34.nii_SR_nonoise_3D_orig_1e3GANlr1e5_denois_new_cycle_2.nii,204091.25,238423.1,20780.812,1155.174,14169.864,52644.754,9549.854,2587.67,3169.901,1092.138,1489.484,560.908,17418.082,3637.78,1483.342,424.696,4042.575,203514.56,243832.47,21738.533,1179.786,9662.115,55970.805,7077.124,3257.776,4102.964,1060.766,4766.278,2309.325,553.597,3745.391
39.nii_SR_nonoise_3D_orig_1e3GANlr1e5_denois_new_cycle_2.nii,238127.4,264428.66,14963.949,276.199,17508.945,59367.41,9085.136,3547.014,4262.387,1616.85,1083.369,2662.53,25340.516,4056.255,1712.008,766.726,4122.092,234244.1,260399.89,14101.916,339.634,14661.746,56381.09,8299.522,3888.238,5559.815,1361.512,4291.748,1914.242,925.911,4551.631
