,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_nonoise_3D_orig_1e3GANlr1e5_T2_denois_fcut_2.nii,181119.31,209465.2,19302.705,944.107,15336.169,53038.22,6674.816,2196.526,2736.884,921.477,883.265,1905.85,17726.723,3405.99,1146.706,270.864,3229.407,183631.2,206887.38,23940.588,1049.059,11794.457,47406.785,3971.396,2207.181,1840.683,0.0,3209.87,1325.827,279.23,2841.245
03.nii_SR_nonoise_3D_orig_1e3GANlr1e5_T2_denois_fcut_2.nii,226269.75,237952.89,20708.64,706.745,5123.752,34165.76,7334.146,3851.682,3618.966,1433.09,1595.021,2.712,8391.984,4099.34,1215.392,595.868,3671.785,223697.66,235334.56,15400.678,351.944,8301.364,42218.223,6370.222,3790.288,4731.281,1137.511,2991.319,1108.007,702.27,3317.324
05.nii_SR_nonoise_3D_orig_1e3GANlr1e5_T2_denois_fcut_2.nii,216923.5,246448.7,26394.586,882.766,3200.902,26870.004,5917.872,3004.962,3607.872,1285.508,1984.77,336.909,16094.257,3060.724,1125.978,537.339,3382.997,218081.42,233458.19,21815.662,2190.115,6835.774,32732.195,5852.608,2438.225,4248.214,714.571,3729.166,1253.173,551.68,3025.656
12.nii_SR_nonoise_3D_orig_1e3GANlr1e5_T2_denois_fcut_2.nii,213765.06,236617.89,7997.786,275.142,17742.635,64682.586,7296.452,4322.563,4760.294,1769.613,441.905,699.076,21978.174,4662.586,1775.684,823.95,3926.626,216379.2,238381.39,7462.946,321.393,15412.543,60655.086,6814.453,4224.348,5118.002,1213.185,4922.372,1893.162,767.285,3911.161
13.nii_SR_nonoise_3D_orig_1e3GANlr1e5_T2_denois_fcut_2.nii,207181.4,221102.58,6022.101,365.255,17839.246,57084.883,7394.488,4160.768,5007.865,1881.672,646.306,1706.387,19452.676,3964.849,1820.033,966.026,3754.998,200843.66,220696.64,4781.996,460.593,15595.698,52312.887,6313.4,3335.268,5352.332,1491.418,3818.182,1932.641,792.066,3529.935
17.nii_SR_nonoise_3D_orig_1e3GANlr1e5_T2_denois_fcut_2.nii,292065.34,319063.53,26916.28,201.095,285.594,23216.135,9203.294,3824.357,5366.07,2265.408,946.806,0.237,6443.119,4037.901,1344.662,603.48,3668.974,291729.47,310832.22,25729.555,187.978,782.936,15520.591,7973.836,3817.246,4752.337,1137.412,4715.372,1298.442,629.569,3152.538
18.nii_SR_nonoise_3D_orig_1e3GANlr1e5_T2_denois_fcut_2.nii,214426.5,243049.42,18217.018,278.235,15711.37,64783.656,8239.264,4531.874,4497.944,1858.899,799.442,1286.344,20792.098,4500.564,1712.97,602.666,3602.012,215889.31,237450.48,11842.583,387.892,13113.604,57579.426,6279.214,4769.177,4438.662,1357.742,4394.461,1910.436,776.71,3302.249
19.nii_SR_nonoise_3D_orig_1e3GANlr1e5_T2_denois_fcut_2.nii,274751.0,284357.72,9783.778,415.854,18779.012,60827.03,9838.92,4887.453,5421.022,2092.276,797.381,945.092,20401.549,4961.146,2743.192,945.512,4259.864,268244.22,280041.38,10243.146,727.153,17139.83,67821.96,7576.728,4020.072,5294.082,2042.601,5320.244,2628.553,1147.738,4138.906
21.nii_SR_nonoise_3D_orig_1e3GANlr1e5_T2_denois_fcut_2.nii,266274.88,316439.75,8571.673,509.365,8334.16,54710.074,7806.622,2651.701,5205.701,1718.377,793.555,208.32,14076.811,4849.78,2186.084,945.539,3978.709,263570.0,303903.5,9905.789,524.774,8432.229,53515.51,7067.673,4085.111,6246.685,1793.778,4079.857,2136.926,1050.336,3566.868
34.nii_SR_nonoise_3D_orig_1e3GANlr1e5_T2_denois_fcut_2.nii,216330.05,245480.94,20614.596,589.734,11632.409,48128.473,8518.548,3591.833,3753.558,1612.512,1066.82,358.465,15847.875,4069.652,1413.144,522.269,3670.311,217220.95,250239.17,16401.426,619.1,10391.726,64872.355,7000.65,3646.923,5143.389,1230.534,4484.276,1957.194,627.547,3664.654
39.nii_SR_nonoise_3D_orig_1e3GANlr1e5_T2_denois_fcut_2.nii,259154.05,283533.66,12834.148,486.635,19360.273,64943.71,9376.847,4452.46,5503.621,1811.099,837.467,2099.289,24756.096,4482.792,2007.474,924.193,4848.72,257142.39,276050.53,11575.146,460.354,16574.014,65032.97,7910.888,4218.158,6333.256,1816.087,4997.386,2372.717,959.091,4824.966
