,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,180128.27,195335.05,20404.957,836.682,13865.359,51586.47,6315.526,2671.265,2604.983,1131.242,933.88,1606.27,17248.594,3227.641,603.533,466.86,2888.746,181257.72,206540.64,18994.73,541.796,10945.055,45387.4,4279.931,2557.646,2629.188,464.658,3060.629,736.275,198.031,2371.032
03.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,236266.7,240757.62,16217.083,266.428,3577.202,26192.92,9666.527,4402.742,4461.782,1674.101,1672.68,19.978,11219.52,2823.665,612.639,1025.935,3725.568,223352.56,242210.69,16728.508,401.336,5451.188,34133.69,7179.212,4210.176,4310.862,842.271,3220.963,1078.03,788.042,4075.112
05.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,213117.02,230851.34,23003.182,939.393,4749.742,34422.637,7090.698,3314.33,3931.482,1390.308,1739.271,143.46,17262.65,3275.793,1091.687,592.606,3296.486,213600.75,223683.19,21800.57,1527.112,4209.379,24657.455,6996.234,2183.176,5203.616,998.727,3360.074,1229.259,605.291,3029.588
12.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,211585.12,232972.62,6524.01,275.978,14130.6,57609.445,8134.984,4429.22,4164.515,1500.676,545.157,1369.293,22557.176,3755.198,1443.779,637.492,3730.349,219286.66,231733.45,7180.647,439.239,12628.37,53609.684,6876.096,3973.776,4806.812,1071.609,3674.952,1463.627,630.393,3565.702
13.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,202772.86,226406.64,6141.172,249.773,15463.433,51527.93,6057.135,3651.58,3956.85,1395.099,675.935,594.735,17029.72,3484.893,1151.626,821.288,3598.589,201801.92,219860.58,4658.122,252.466,11196.208,47072.152,5488.112,3484.846,5504.246,1310.004,3352.093,1356.891,677.727,3888.602
17.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,287644.8,301525.3,21388.99,281.084,3679.875,27175.148,10648.1,4150.807,4976.483,1700.809,672.68,8.858,9650.28,4048.752,1529.47,662.017,4155.81,283142.22,305232.53,23874.31,256.243,1981.323,15984.818,8848.562,3522.064,5025.434,1180.807,3150.918,898.853,690.117,3665.116
18.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,216040.11,237132.34,15930.526,376.982,13383.929,56173.426,9582.199,4255.469,4955.874,1556.592,1228.318,1695.227,21549.215,3912.219,1926.961,623.937,3759.661,212070.11,228571.2,11792.512,360.284,13911.864,51201.258,7295.84,3883.446,4911.945,1444.194,4090.652,1638.123,750.924,3489.024
19.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,268977.62,283285.3,8339.452,502.386,17528.395,61004.605,10333.049,4046.874,4912.629,1795.015,1095.633,1339.507,24048.043,4733.386,2204.55,798.026,4206.5,263043.7,277177.4,8368.226,600.31,17696.611,58276.023,9175.825,3668.466,5380.71,1575.86,5017.466,2820.477,856.135,4000.282
21.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,262741.8,304241.38,5915.002,447.28,12880.232,56033.914,9467.667,3902.749,5030.108,1343.292,1023.194,311.963,15433.317,4463.042,1994.498,736.921,3674.28,258866.11,294562.97,8765.148,450.339,7830.999,54108.914,8780.473,3801.986,5985.032,1806.61,4443.43,1952.186,794.378,3456.164
34.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,220065.19,248772.72,15589.578,418.241,12368.485,50401.805,10576.577,4120.495,4242.438,1284.191,858.69,298.296,11971.735,3838.408,1112.163,597.188,3842.072,219389.81,247780.81,13524.344,561.728,9304.218,59608.598,9003.482,3524.072,4401.328,1409.606,4223.97,1649.69,643.188,3846.042
39.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,259223.08,278929.62,9764.342,171.078,17383.45,61639.797,10437.24,4446.895,6004.48,1899.152,790.929,1553.414,26503.688,4247.493,1944.729,808.278,4919.904,258885.58,267805.9,10102.352,487.441,16545.8,56447.527,8812.603,3813.127,6029.121,1661.688,4308.504,1913.157,888.06,4564.212
