,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_fcut_2.nii,241865.3,234804.84,21665.896,536.347,12338.082,55668.688,6319.818,4042.39,2945.639,1077.301,1130.959,6.699,10504.138,4436.146,802.038,354.523,2977.552,230853.86,233415.94,15420.303,659.973,3927.193,43717.895,4805.858,933.555,793.098,0.0,1403.622,48.838,91.238,1858.449
03.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_fcut_2.nii,230621.5,243387.83,20393.715,389.929,1319.689,23796.705,8245.94,3593.004,2813.584,956.458,1826.235,0.0,8523.387,3454.261,992.458,355.893,3655.889,214721.45,244200.17,21074.676,481.163,181.959,4277.616,6698.897,3769.121,3424.19,570.152,2237.12,848.869,470.242,3757.984
05.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_fcut_2.nii,206599.03,226128.98,28561.553,999.866,208.806,22286.13,6053.48,2537.417,2752.712,728.97,2138.484,164.772,12599.922,3778.127,441.26,81.641,3096.312,196256.44,215105.55,24909.105,2321.539,2109.223,24510.46,6068.802,2121.241,3814.815,938.663,3119.756,928.586,397.866,2783.841
12.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_fcut_2.nii,198327.17,225503.52,9691.55,117.915,12972.972,47640.49,7141.511,3442.27,2998.012,1292.495,662.134,1389.513,20848.305,3451.878,969.54,511.755,4103.929,191367.94,223764.05,10016.33,546.376,11356.682,45436.79,6587.41,3396.602,3901.21,1185.616,4311.757,1227.628,470.148,3562.987
13.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_fcut_2.nii,190483.56,212230.8,6902.214,296.423,10428.663,42018.37,7682.248,3417.99,2515.005,1572.373,897.42,1284.302,18497.46,2990.441,869.247,481.693,3208.938,178255.34,211879.12,5657.194,239.835,9629.463,37138.91,5902.243,3117.188,3819.936,758.056,2762.839,866.732,735.155,2968.094
17.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_fcut_2.nii,274849.06,281563.06,30683.805,197.462,1473.187,26726.22,8861.741,4444.876,2971.659,1066.076,1366.893,0.0,7662.912,3330.419,1044.454,533.906,4044.849,267513.2,285132.78,27122.998,568.347,176.106,7427.59,8059.666,3794.75,4548.086,1266.492,2904.522,926.943,374.283,3649.584
18.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_fcut_2.nii,217264.02,230660.62,21944.098,185.585,14044.86,45995.08,7530.338,4155.146,4044.856,1541.137,1169.299,1331.233,20894.377,3459.694,1230.544,569.555,3812.993,202715.23,221870.36,17971.973,331.535,10924.138,44246.23,5919.274,3768.914,4186.319,1328.509,3664.723,1446.172,422.842,3391.939
19.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_fcut_2.nii,259291.7,264075.56,10786.884,275.649,13188.926,48379.023,11110.032,4076.991,4108.266,1493.011,1181.522,701.994,19731.17,4234.318,1891.251,653.006,3959.431,242632.78,267485.34,12289.472,598.847,12334.511,49658.484,8337.688,2999.771,4667.862,1568.696,5364.144,2464.064,587.185,4018.392
21.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_fcut_2.nii,250533.69,286408.88,6951.763,560.754,5538.332,41373.344,8124.905,3201.474,3760.336,1378.441,932.535,4.89,9061.221,4568.239,1657.622,824.264,4466.594,234977.8,276942.3,11416.605,382.064,501.926,10452.271,7511.236,3451.786,3887.348,1119.084,3033.522,1440.34,553.293,3674.46
34.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_fcut_2.nii,215273.14,236150.06,22131.984,264.238,8749.149,50304.887,9048.976,3543.831,2143.018,910.843,1393.142,13.879,13130.419,4028.373,1054.219,368.964,3825.27,212651.2,239734.12,21875.344,658.64,2922.625,27067.111,6681.272,3489.936,3425.924,1190.876,4094.25,1143.52,347.483,3480.841
39.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_fcut_2.nii,255621.6,263661.22,12592.607,307.137,12694.421,45958.88,9461.114,4233.916,4089.269,1234.678,926.425,733.534,23859.605,4126.006,1588.612,857.699,4658.048,245029.5,263919.2,13361.513,368.244,13247.26,46122.69,8477.199,3937.156,5491.468,1575.438,4137.28,1508.049,757.142,4362.872
