,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,220918.34,251883.61,19883.385,322.297,3323.818,41037.324,3634.537,1947.806,891.279,208.492,0.989,0.0,3783.509,1815.003,0.788,1.41,853.278,210666.11,259092.05,5017.443,25.752,5960.552,42559.277,179.351,3.35,29.504,6.801,12.873,0.0,0.0,8.98
03.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,216261.81,241255.47,20020.398,949.746,1823.909,10750.578,8070.744,3235.526,3366.06,1316.133,1614.901,0.0,12635.64,5219.996,1556.783,749.03,3940.605,209351.83,234764.44,20739.357,1234.121,401.45,6012.33,6701.564,3518.709,3599.99,1500.577,3540.314,1639.258,776.647,3784.548
05.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,204980.23,226068.86,25366.309,2072.999,1677.081,17683.447,6897.025,4118.396,4312.054,1413.96,1583.197,289.083,13761.783,2936.96,878.926,644.844,3218.633,199503.75,220457.02,21013.06,2116.37,1838.066,27488.29,5841.443,3408.029,4610.883,1227.354,3594.109,1185.032,548.132,2888.315
12.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,189684.19,226191.83,10776.723,224.946,11376.739,49485.047,7057.846,3517.952,3707.651,1325.004,585.694,1792.668,21163.617,3352.708,1221.255,640.753,3493.038,192815.75,226364.25,9963.952,647.32,12893.938,47165.492,5053.479,3685.929,5133.737,1721.367,3824.498,1758.566,670.886,3488.418
13.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,185893.64,211229.95,4262.459,223.149,13935.941,52358.28,4994.792,3051.483,2360.118,637.332,414.13,2182.732,20823.17,3476.044,1004.146,368.599,2986.879,178912.44,210664.45,5933.486,205.844,11801.516,46489.47,6411.845,3199.344,4981.017,1452.63,3213.86,1643.099,590.301,3445.238
17.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,259139.23,286620.53,31459.834,222.942,828.245,18557.467,8176.967,3625.594,4874.3,1657.928,1694.956,0.428,7995.456,4535.84,1780.335,611.58,3802.174,263211.22,293962.66,27451.793,1057.263,141.946,7400.257,7414.288,4409.102,5509.844,1789.749,3690.633,1093.243,443.786,3360.128
18.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,210206.75,236003.42,17313.305,271.42,14671.118,55247.215,6917.04,3273.708,5154.153,2117.206,1020.578,1703.643,22516.877,4161.197,1947.171,629.285,3540.134,199000.75,228318.22,16957.566,606.988,12769.638,51294.65,5828.248,3218.49,5303.072,1613.743,4160.075,1690.193,561.049,3905.403
19.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,249261.78,280893.62,12010.431,227.113,14231.099,60394.2,9371.058,4042.806,3807.78,1181.714,1273.264,1783.73,23679.84,4083.843,1957.86,975.868,4000.287,247280.42,276609.44,11818.785,667.489,14130.732,55494.926,8115.222,3274.38,5218.447,1485.401,4540.506,2467.299,874.97,4637.847
21.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,241534.77,288224.84,8481.997,619.689,10344.121,46558.223,8079.31,2924.595,4314.638,1447.167,885.574,158.804,10267.29,4109.467,1521.043,784.217,3933.016,237058.7,284837.72,11527.098,497.402,5160.794,46058.27,7292.768,3793.516,4710.467,1457.018,3974.284,1817.831,822.631,3942.472
34.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,207820.89,240295.25,21340.055,618.747,10248.401,46424.746,9344.376,2902.912,3240.169,1184.018,1459.609,122.937,12687.18,3323.986,1277.114,381.112,4117.945,206026.22,244603.33,20695.809,1552.704,3293.006,29391.137,6839.909,3267.393,3961.623,1318.838,4281.285,2264.896,526.085,3902.03
39.nii_SR_trainedwithnoise_3D_orig_1e4GAN_cycle_2.nii,237872.86,263711.22,14579.28,267.444,16256.86,56230.81,8709.97,3812.102,4333.114,1446.104,1083.711,2719.556,25316.65,3702.961,1627.193,692.432,4105.179,236234.62,260708.31,13903.486,512.076,15466.88,53942.62,8188.982,3793.336,5747.327,1527.965,4249.522,2031.272,814.551,4655.667
