,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,26,28,41,42,43,44,46,47,49,50,51,52,53,54,58,60
01.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,228501.66,242340.83,16743.887,58.505,6466.16,46193.74,4410.14,4000.454,1180.288,307.144,0.561,0.0,5677.282,3260.564,245.22,240.605,2478.34,218560.48,254532.48,8749.025,44.038,1818.085,33397.742,1219.642,303.092,317.062,0.0,1637.464,7.805,0.0,145.151
03.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,225866.02,248628.11,18338.697,447.038,3168.991,32377.588,8656.88,3483.711,3011.684,713.796,1632.506,0.0,9477.1,4408.544,1124.36,676.493,3406.56,213918.64,243213.9,18497.584,414.035,413.998,10734.367,6957.537,3196.078,2588.788,695.975,3341.941,884.786,538.183,3181.786
05.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,196227.61,223155.38,28936.977,1550.336,923.169,37488.453,6372.347,4111.568,3822.199,1116.243,1787.104,0.0,12173.39,2998.843,676.77,464.394,3276.068,193732.06,221609.47,24843.518,1605.086,1463.418,23864.06,6088.128,2903.763,3688.282,1065.69,3614.134,1392.172,526.456,3253.05
12.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,195327.33,230113.86,9579.968,201.327,12803.281,48751.43,7831.092,3281.78,3174.202,1201.502,578.274,1274.703,21620.16,3397.8,1285.723,759.233,3987.42,197459.45,233736.28,9454.024,621.931,13668.366,48371.375,5655.09,3361.177,4706.955,922.744,4037.064,1638.564,660.448,3854.736
13.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,189205.7,214509.55,5806.158,225.848,13715.97,51042.65,6240.277,3195.333,2771.131,1022.77,535.809,1868.678,19207.314,2828.953,989.818,470.022,3314.374,180955.12,210314.97,4921.292,101.738,11344.201,44894.28,6934.046,3176.27,4539.57,842.133,2999.887,1424.918,795.095,3234.08
17.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,257621.86,277826.3,31357.043,88.875,531.866,16905.332,7645.8,4141.237,4998.648,1683.455,1890.017,13.705,10843.065,4281.197,1808.207,541.319,3888.532,255753.56,291428.28,28837.717,445.716,1511.784,19023.514,7070.878,4391.028,5422.662,1728.914,3644.656,1209.055,366.984,3346.547
18.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,212436.73,237725.44,18360.303,411.816,15552.193,52923.234,7723.483,3620.163,4366.122,1603.731,906.46,1428.902,23309.396,4286.32,1885.953,591.283,3689.756,203845.12,234595.97,15796.116,448.97,13683.786,49371.734,6634.618,3122.22,4881.306,777.35,4173.348,1587.184,643.664,3704.714
19.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,257155.55,284149.72,10789.947,315.152,16615.893,59027.19,10859.414,3794.696,3368.847,1178.226,1067.762,1509.824,24474.342,4228.092,1885.842,789.844,4391.651,255159.34,285953.16,10948.887,651.694,15928.224,55169.59,9069.286,2905.595,5044.046,1372.005,4679.89,2278.265,729.496,4817.055
21.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,240695.23,291350.16,6297.24,142.706,5194.41,33485.926,7784.118,3165.726,4521.934,1404.204,954.612,0.768,8709.108,5053.506,1788.76,934.942,3997.086,235623.08,289088.8,9969.861,598.019,666.142,19533.549,8037.84,3980.739,4074.89,1270.574,4111.816,1919.809,910.851,4081.764
34.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,209162.05,240577.4,20550.514,617.64,13129.391,50901.574,9008.011,2833.535,2851.729,1361.805,1519.022,627.481,17620.943,4007.515,1410.607,381.588,3982.539,209120.27,248242.14,20919.436,1145.17,11293.89,64744.79,7789.842,3034.444,3917.466,1205.068,4575.905,1971.094,523.194,3839.767
39.nii_SR_trainedwithnoise_3D_orig_1e3GANlr1e5_T2_new_cycle_4.nii,245510.77,269438.78,13908.384,230.24,17711.234,58455.844,9462.49,3804.778,4050.956,1291.374,1118.425,2540.247,26119.717,4504.521,1814.296,742.262,4234.752,238872.44,268089.03,12908.28,407.282,15368.42,54049.72,9258.919,3931.962,5407.491,1150.814,4586.19,1935.342,779.013,4645.438
